artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:3lIU3RoZiHen1QXAQ3KQ9e,spotify:track:2HzLEPWKXcfpwfmEIUURHo,Qual é seu desejo?,75,Qual é seu desejo?,2024-02-29,153429,5,133.014,0.843,0.539,0.729,-4.376,0.0405,0.476,0,Tz da Coronel,73,"['trap brasileiro', 'trap funk']",2311857,https://i.scdn.co/image/ab6761610000e5eb1b387bdd965c5d60eeb7a176,1,Brasil,2024-03-07
spotify:artist:2CotyFTVKWR1jJLPTrrjdu,spotify:track:4sAoshwHCmh4IHMQxZHwRD,Baby Eu Tava na Rua da Água,86,Baby Eu Tava na Rua da Água,2023-12-01,116308,7,84.295,0.637,0.703,0.721,3.233,0.201,0.271,0,TR,66,[],12583,https://i.scdn.co/image/ab6761610000e5ebed973ba26ef9b312e60719eb,2,Brasil,2024-03-07
spotify:artist:0IhzJFf4QBEz0ifqLwScKV,spotify:track:2InS5VWKJQbsFBKOsf1cJB,Let's Go 4,87,Let's Go 4,2023-08-29,641941,10,113.427,0.782,0.631,0.866,-8.473,0.592,0.123,0,Dj GBR,69,['rave funk'],556797,https://i.scdn.co/image/ab6761610000e5eb95aa9ff29c207fb3691b66bd,3,Brasil,2024-03-07
spotify:artist:0uGWkZRPp1Urk77XBrPBsZ,spotify:track:6GmyQws2xpUFIN5dXBNTrl,Dia de Fluxo,85,Dia de Fluxo,2023-12-18,133611,4,129.906,0.821,0.687,0.869,-3.515,0.0551,0.0916,3.14e-06,AgroPlay,72,['agronejo'],617821,https://i.scdn.co/image/ab6761610000e5eb51b4bd29758ee89585f960c2,4,Brasil,2024-03-07
spotify:artist:5wbf52LA6kcaboHSN6NEF1,spotify:track:0oQCRjrWGvkqkdf82UlXI3,POCPOC,87,POCPOC,2023-11-23,127385,10,129.891,0.837,0.636,0.857,-4.206,0.0521,0.239,0,PEDRO SAMPAIO,73,"['funk carioca', 'funk rj']",2399850,https://i.scdn.co/image/ab6761610000e5eb26eb698a396a9cd44ab2658c,5,Brasil,2024-03-07
spotify:artist:4yGgbQJMq9orWypwqtdzYT,spotify:track:1m5nbZiPpCIi9J2irLNoxh,Rolé na Favela de Nave,80,Rolé na Favela de Nave,2024-01-30,192000,1,130.056,0.835,0.796,0.799,-3.167,0.253,0.23,0,Oruam,73,['trap brasileiro'],2765445,https://i.scdn.co/image/ab6761610000e5ebe05f1f868e8275086c47fccf,6,Brasil,2024-03-07
spotify:artist:2CKOmarVWvWqkNWUatHCex,spotify:track:6r6wTVl7sBndpdlzBSEYnF,Lua,62,Boiadeira Internacional (Ao Vivo),2024-02-23,206538,11,130.009,0.667,0.838,0.34,-4.036,0.0412,0.307,1.18e-05,Ana Castela,83,"['agronejo', 'sertanejo', 'sertanejo pop']",4818896,https://i.scdn.co/image/ab6761610000e5eb26abde7ba3cfdfb8c1900baf,7,Brasil,2024-03-07
spotify:artist:487N2T9nIPEHrlTZLL3SQs,spotify:track:42JNab8NPeCADJ9D3Cl5wS,Barulho Do Foguete - Ao Vivo,86,"Escolhas, Vol. 2 (Ao Vivo)",2023-06-22,133547,4,79.994,0.646,0.871,0.624,-6.195,0.219,0.172,0,Zé Neto & Cristiano,77,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",18588651,https://i.scdn.co/image/ab6761610000e5eb1bb9201db3ff149830f0139a,8,Brasil,2024-03-07
spotify:artist:6TYimByryGphZCtwYopH0y,spotify:track:2sYFUcurlISdHlAsnYCEgD,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,86,Raiz Goiânia (Ao Vivo),2023-10-12,265451,9,124.041,0.629,0.805,0.589,-4.158,0.0452,0.242,0,Lauana Prado,77,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",3862107,https://i.scdn.co/image/ab6761610000e5eb522d89bd1a5c2a472982b86e,9,Brasil,2024-03-07
spotify:artist:4NUePmzDvCYqilXBFa91Hg,spotify:track:0I0WaeHgXRRA9sP2LOLoE4,Passada de Mão - Ao Vivo,82,Passada de Mão (Ao Vivo),2024-02-01,163575,11,136.083,0.739,0.707,0.816,-8.051,0.0699,0.627,0,Dilsinho,73,"['pagode', 'pagode novo', 'sertanejo universitario']",4038656,https://i.scdn.co/image/ab6761610000e5eb6c42b8c433896d19fe1c74f3,10,Brasil,2024-03-07
spotify:artist:4PLdCloYxu2bMKfuuB9lI5,spotify:track:697gwO5YoSGVAnlfREIZll,Tenho Que Me Decidir,85,O Cara Do Momento,2023-11-29,232258,1,124.109,0.795,0.603,0.753,-6.703,0.0775,0.392,0,MC PH,79,"['funk consciente', 'funk paulista']",1659558,https://i.scdn.co/image/ab6761610000e5ebe502ea705fe94e5297059c1d,11,Brasil,2024-03-07
