artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:4m4BHvDfzIgj5LbQLuFiIp,CARNIVAL,82,VULTURES 1,2024-02-09,264324,1,148.241,0.596,0.81,0.29,-5.745,0.152,0.192,0,Kanye West,93,"['chicago rap', 'hip hop', 'rap']",23588978,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,1,USA,2024-02-13
spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:0Z7nGFVCLfixWctgePsRk9,TEXAS HOLD 'EM,0,TEXAS HOLD 'EM,2024-02-11,235636,2,110.024,0.725,0.709,0.353,-6.514,0.072,0.588,0,Beyoncé,85,"['pop', 'r&b']",36276736,https://i.scdn.co/image/ab6761610000e5eb2b7962ada66cbea99dcb0caa,2,USA,2024-02-13
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:5rlXuCLnMdfo85079qXHoz,FUK SUMN,80,VULTURES 1,2024-02-09,209577,4,142.092,0.775,0.817,0.463,-2.825,0.147,0.132,0,Kanye West,93,"['chicago rap', 'hip hop', 'rap']",23588978,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,3,USA,2024-02-13
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:4E3XDKil4ElJt6sXuz5cc6,BURN,80,VULTURES 1,2024-02-09,111458,4,105.017,0.594,0.885,0.735,-6.21,0.394,0.0158,6.29e-06,Kanye West,93,"['chicago rap', 'hip hop', 'rap']",23588978,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,4,USA,2024-02-13
spotify:artist:22wbnEMDvgVIAGdFeek6ET,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,96,Beautiful Things,2024-01-18,180304,10,105.029,0.472,0.471,0.219,-5.692,0.0603,0.151,0,Benson Boone,79,['singer-songwriter pop'],1323414,https://i.scdn.co/image/ab6761610000e5ebb2ce21a89c09c00d80d8ca25,5,USA,2024-02-13
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:0Tgm7wkLb0AfAHAZDschvD,BACK TO ME,80,VULTURES 1,2024-02-09,295472,1,95.66,0.815,0.788,0.336,-7.216,0.0884,0.00104,0,Kanye West,93,"['chicago rap', 'hip hop', 'rap']",23588978,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,6,USA,2024-02-13
spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,spotify:track:0mflMxspEfB0VbI1kyLiAv,Stick Season,98,Stick Season,2022-10-14,182347,9,117.913,0.662,0.488,0.817,-6.894,0.0682,0.782,0,Noah Kahan,87,['pov: indie'],2241013,https://i.scdn.co/image/ab6761610000e5eb336ec53126239813d38ff588,7,USA,2024-02-13
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:6OON4kMjTFqARMFrRbmlwy,STARS,81,VULTURES 1,2024-02-09,115238,0,125.991,0.584,0.567,0.266,-8.272,0.0436,0.258,0.121,Kanye West,93,"['chicago rap', 'hip hop', 'rap']",23588978,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,8,USA,2024-02-13
spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),87,Confessions (Expanded Edition),2004-03-23,250373,2,105.018,0.894,0.791,0.583,-4.699,0.112,0.0183,0,USHER,82,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",10813593,https://i.scdn.co/image/ab6761610000e5eb716114797a4a644c67c5fa72,9,USA,2024-02-13
spotify:artist:1URnnhqYAYcrqrcwql10ft,spotify:track:52eIcoLUM25zbQupAZYoFh,redrum,96,american dream,2024-01-12,270698,2,172.089,0.624,0.74,0.246,-8.445,0.0481,0.00529,0.000224,21 Savage,92,"['atl hip hop', 'hip hop', 'rap']",17041604,https://i.scdn.co/image/ab6761610000e5eba5e754a9c1fc7ad7ee01798b,10,USA,2024-02-13
