artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,spotify:track:0mflMxspEfB0VbI1kyLiAv,Stick Season,98,Stick Season,2022-10-14,182347,9,117.913,0.662,0.488,0.817,-6.894,0.0682,0.782,0,Noah Kahan,86,['pov: indie'],2206784,https://i.scdn.co/image/ab6761610000e5eb336ec53126239813d38ff588,1,USA,2024-02-10
spotify:artist:22wbnEMDvgVIAGdFeek6ET,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,95,Beautiful Things,2024-01-18,180304,10,105.029,0.472,0.471,0.219,-5.692,0.0603,0.151,0,Benson Boone,78,['singer-songwriter pop'],1290890,https://i.scdn.co/image/ab6761610000e5ebb2ce21a89c09c00d80d8ca25,2,USA,2024-02-10
spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,spotify:track:0FlwhvrncUKrEAhzunmCKm,Forever,44,Stick Season (Forever),2024-02-09,268354,0,94.78,0.395,0.254,0.235,-10.855,0.037,0.723,0,Noah Kahan,86,['pov: indie'],2206784,https://i.scdn.co/image/ab6761610000e5eb336ec53126239813d38ff588,3,USA,2024-02-10
spotify:artist:1URnnhqYAYcrqrcwql10ft,spotify:track:52eIcoLUM25zbQupAZYoFh,redrum,96,american dream,2024-01-12,270698,2,172.089,0.624,0.74,0.246,-8.445,0.0481,0.00529,0.000224,21 Savage,93,"['atl hip hop', 'hip hop', 'rap']",17003491,https://i.scdn.co/image/ab6761610000e5eba5e754a9c1fc7ad7ee01798b,4,USA,2024-02-10
spotify:artist:40ZNYROS4zLfyyBSs2PGe2,spotify:track:4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),94,Zach Bryan,2023-08-25,227196,0,77.639,0.429,0.453,0.155,-7.746,0.0459,0.554,2e-06,Zach Bryan,87,['classic oklahoma country'],3219465,https://i.scdn.co/image/ab6761610000e5eb4fd54df35bfcfa0fc9fc2da7,5,USA,2024-02-10
spotify:artist:2LIk90788K0zvyj2JJVwkJ,spotify:track:4xhsWYTOGcal8zt0J161CU,Lovin On Me,99,Lovin On Me,2023-11-10,138411,2,104.983,0.943,0.558,0.606,-4.911,0.0568,0.0026,2.19e-06,Jack Harlow,84,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3532948,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,6,USA,2024-02-10
spotify:artist:08PvCOlef4xdOr20jFSTPd,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,93,Never Lose Me,2023-11-30,125902,1,121.964,0.781,0.567,0.0743,-7.857,0.0969,0.0504,0,Flo Milli,75,['viral rap'],856556,https://i.scdn.co/image/ab6761610000e5eb2dd4342359c7b3aca2bca63c,7,USA,2024-02-10
spotify:artist:3Me35AWHCGqW4sZ7bWWJt1,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,La Diabla,99,La Diabla,2023-11-30,172264,11,131.842,0.751,0.819,0.697,-4.372,0.0409,0.255,0,Xavi,86,['sad sierreno'],2120053,https://i.scdn.co/image/ab6761610000e5ebf25379218c13e6aef1f1793d,8,USA,2024-02-10
spotify:artist:2uYWxilOVlUdk4oV9DvwqK,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,99,The Land Is Inhospitable and So Are We,2023-09-15,137773,9,113.95,0.504,0.308,0.121,-14.958,0.0321,0.868,0.135,Mitski,84,"['brooklyn indie', 'pov: indie']",6854044,https://i.scdn.co/image/ab6761610000e5eb4bdb3888818637acb71c4a13,9,USA,2024-02-10
spotify:artist:45dkTj5sMRSjrmBSBeiHym,spotify:track:3rUGC1vUpkDG9CZFHMur1t,greedy,100,greedy,2023-09-15,131872,6,111.018,0.75,0.733,0.844,-3.18,0.0319,0.256,0,Tate McRae,86,"['alt z', 'pop']",4746675,https://i.scdn.co/image/ab6761610000e5eb846308bf9bf7d3183958b3a6,10,USA,2024-02-10
