artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:3qvcCP2J0fWi0m0uQDUf6r,spotify:track:2IDf0IZ9dfw0uDYV2n1bJc,DEJA VU,91,DEJA VU,2023-12-07,199827,8,141.935,0.572,0.573,0.468,-6.028,0.0596,0.195,0,Luan Santana,79,"['arrocha', 'sertanejo', 'sertanejo universitario']",7464685,https://i.scdn.co/image/ab6761610000e5ebc0511c8be97d924f695f595c,1,Brasil,2024-01-30
spotify:artist:0IhzJFf4QBEz0ifqLwScKV,spotify:track:2InS5VWKJQbsFBKOsf1cJB,Let's Go 4,89,Let's Go 4,2023-08-29,641941,10,113.427,0.782,0.631,0.866,-8.473,0.592,0.123,0,Dj GBR,70,['rave funk'],405718,https://i.scdn.co/image/ab6761610000e5eb95aa9ff29c207fb3691b66bd,2,Brasil,2024-01-30
spotify:artist:5wbf52LA6kcaboHSN6NEF1,spotify:track:0oQCRjrWGvkqkdf82UlXI3,POCPOC,87,POCPOC,2023-11-23,127385,10,129.891,0.837,0.636,0.857,-4.206,0.0521,0.239,0,PEDRO SAMPAIO,73,"['funk carioca', 'funk rj']",2369515,https://i.scdn.co/image/ab6761610000e5eb26eb698a396a9cd44ab2658c,3,Brasil,2024-01-30
spotify:artist:6TYimByryGphZCtwYopH0y,spotify:track:2sYFUcurlISdHlAsnYCEgD,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,89,Raiz Goiânia (Ao Vivo),2023-10-12,265451,9,124.041,0.629,0.805,0.589,-4.158,0.0452,0.242,0,Lauana Prado,78,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",3824446,https://i.scdn.co/image/ab6761610000e5eb522d89bd1a5c2a472982b86e,4,Brasil,2024-01-30
spotify:artist:4PLdCloYxu2bMKfuuB9lI5,spotify:track:697gwO5YoSGVAnlfREIZll,Tenho Que Me Decidir,86,O Cara Do Momento,2023-11-29,232258,1,124.109,0.795,0.603,0.753,-6.703,0.0775,0.392,0,MC PH,79,"['funk consciente', 'funk paulista']",1456272,https://i.scdn.co/image/ab6761610000e5ebe502ea705fe94e5297059c1d,5,Brasil,2024-01-30
spotify:artist:7dzq55YG3wjViqexDwiycQ,spotify:track:6eJUG282cUKuIoa72sEsqO,Macetando,75,Macetando,2023-12-15,167787,11,129.992,0.807,0.789,0.808,-5.237,0.0769,0.0611,0,Ivete Sangalo,67,"['arrocha', 'axe', 'mpb', 'pagode', 'pop nacional', 'samba reggae', 'sertanejo universitario']",2070308,https://i.scdn.co/image/ab6761610000e5eb9c8910d52e3a992e2d49268f,6,Brasil,2024-01-30
spotify:artist:0uGWkZRPp1Urk77XBrPBsZ,spotify:track:6GmyQws2xpUFIN5dXBNTrl,Dia de Fluxo,82,Dia de Fluxo,2023-12-18,133611,4,129.906,0.821,0.687,0.869,-3.515,0.0551,0.0916,3.14e-06,AgroPlay,71,['agronejo'],578594,https://i.scdn.co/image/ab6761610000e5eb51b4bd29758ee89585f960c2,7,Brasil,2024-01-30
spotify:artist:487N2T9nIPEHrlTZLL3SQs,spotify:track:42JNab8NPeCADJ9D3Cl5wS,Barulho Do Foguete - Ao Vivo,88,"Escolhas, Vol. 2 (Ao Vivo)",2023-06-22,133547,4,79.994,0.646,0.871,0.624,-6.195,0.219,0.172,0,Zé Neto & Cristiano,79,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",19070891,https://i.scdn.co/image/ab6761610000e5eb1bb9201db3ff149830f0139a,8,Brasil,2024-01-30
spotify:artist:6jBww4kwlSrjaNYP7AQPtX,spotify:track:4QCwvUs4ob87Tq9VP07Uo3,Loucura,83,Amor e Ódio,2023-12-13,181500,0,120.088,0.682,0.668,0.644,-6.586,0.104,0.496,0,Borges,73,"['trap brasileiro', 'trap carioca']",1096079,https://i.scdn.co/image/ab6761610000e5ebed075c6275021ad48aba48a2,9,Brasil,2024-01-30
spotify:artist:2CKOmarVWvWqkNWUatHCex,spotify:track:1xjy8WRyYUkayJcyyWQpYe,Fronteira - Ao Vivo,77,Fronteira: Boiadeira Internacional (Ao Vivo),2023-11-17,166189,5,104.073,0.701,0.664,0.437,-4.42,0.0284,0.691,0,Ana Castela,84,"['agronejo', 'sertanejo', 'sertanejo pop']",4444507,https://i.scdn.co/image/ab6761610000e5eb26abde7ba3cfdfb8c1900baf,10,Brasil,2024-01-30
spotify:artist:0CdnnCbbKD4oIzBmxi2o7r,spotify:track:35D06z7kmwMmYYbyJ0BkSm,Daqui pra Sempre,87,Daqui pra Sempre,2023-09-22,202644,7,159.881,0.571,0.95,0.543,-2.893,0.09,0.21,0,Manu,71,"['arrocha', 'brega paraense']",277040,https://i.scdn.co/image/ab6761610000e5eb7748cd18f60360d678a2fd4f,11,Brasil,2024-01-30
spotify:artist:68PYmgkbRP1qZnEWOry7sB,spotify:track:2twZl1jsRbJRTNCE6VB6eW,10 Carros,85,10 Carros,2023-11-24,141176,0,136.189,0.644,0.6,0.518,-4.805,0.415,0.15,0,Chefin,72,"['funk carioca', 'trap brasileiro']",2232766,https://i.scdn.co/image/ab6761610000e5ebe262f788c4278d0b75d8e9a0,12,Brasil,2024-01-30
spotify:artist:3hq7WoPJsrRP0KMSLhUgRz,spotify:track:7vCtJ5u7dFM4tAWtgFf4l8,Anestesiado - Ao Vivo,84,Anestesiado (Ao Vivo),2023-11-16,172549,2,159.966,0.53,0.855,0.38,-3.972,0.0807,0.418,0,Murilo Huff,75,"['arrocha', 'sertanejo', 'sertanejo universitario']",972195,https://i.scdn.co/image/ab6761610000e5eb2ed42a5bbb0933a94d990718,13,Brasil,2024-01-30
spotify:artist:1LIuN7ov1IBQDdLsU83ojl,spotify:track:1ZtgnRr4uKMOoCzP4vnQDl,Vazou Na Braquiara - Ao Vivo,77,"062, Vol. 1 (Ao Vivo)",2024-01-18,164241,1,123.047,0.801,0.639,0.952,-4.3,0.0537,0.542,0,Hugo & Guilherme,77,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1564840,https://i.scdn.co/image/ab6761610000e5ebf3c34f6ad6c37b0a2ee839bf,14,Brasil,2024-01-30
spotify:artist:5kVgcCdPbeUwxBqWxi2Ktl,spotify:track:3jTyFoGeD3DTu9cnnctMWN,DENTRO DA HILUX,81,DENTRO DA HILUX,2023-08-24,163014,6,129.978,0.728,0.527,0.333,-6.347,0.091,0.0906,0,Luan Pereira,77,['agronejo'],1538814,https://i.scdn.co/image/ab6761610000e5ebd89b53584f938e9b2f2b2796,15,Brasil,2024-01-30
spotify:artist:2CotyFTVKWR1jJLPTrrjdu,spotify:track:4sAoshwHCmh4IHMQxZHwRD,Baby Eu Tava na Rua da Água,75,Baby Eu Tava na Rua da Água,2023-12-01,116308,7,84.295,0.637,0.703,0.721,3.233,0.201,0.271,0,TR,53,[],2523,https://i.scdn.co/image/ab6761610000e5eb0f6ffe61574be8118fff450c,16,Brasil,2024-01-30
spotify:artist:4s3lxX76LwxzMdQEAFYdzv,spotify:track:00ZKeP47bZtswtANkvxz2j,Baile do Bruxo,87,Baile do Bruxo,2023-09-29,221538,7,162.524,0.734,0.228,0.522,-4.731,0.53,0.889,0.00642,Tropa do Bruxo,66,[],195873,https://i.scdn.co/image/ab6761610000e5eb610723908556fd92ab939e10,17,Brasil,2024-01-30
spotify:artist:5Rs4gTYf15iES8jXZqhx2L,spotify:track:6nvbXA95vgyThzj2Tbhank,Tipo Hollywood,81,Tipo Holywood,2023-09-19,131611,6,86.885,0.638,0.566,0.707,-1.788,0.192,0.409,7.27e-06,Mc Ws da leste,62,[],17471,https://i.scdn.co/image/ab6761610000e5ebeebd17257054742740ad23f1,18,Brasil,2024-01-30
spotify:artist:2CKOmarVWvWqkNWUatHCex,spotify:track:7G2yGMHlcPPTCDhMrAaMyZ,Tô Voltando - (Boiadeira Internacional),85,Tô Voltando (Boiadeira Internacional),2023-08-25,177327,5,114.019,0.606,0.741,0.239,-3.973,0.0285,0.179,0,Ana Castela,84,"['agronejo', 'sertanejo', 'sertanejo pop']",4444507,https://i.scdn.co/image/ab6761610000e5eb26abde7ba3cfdfb8c1900baf,19,Brasil,2024-01-30
