artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:181bsRPaVXVlUKXrxwZfHK,spotify:track:79AHPJd8upvNxyK2qQcY8J,HISS,86,HISS,2024-01-26,192819,1,167.137,0.745,0.663,0.686,-5.056,0.423,0.078,0,Megan Thee Stallion,79,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",8593284,https://i.scdn.co/image/ab6761610000e5eb6fcd1b700654bccf1adee3ed,1,USA,2024-02-03
spotify:artist:22wbnEMDvgVIAGdFeek6ET,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,92,Beautiful Things,2024-01-18,180304,10,105.029,0.472,0.471,0.219,-5.692,0.0603,0.151,0,Benson Boone,76,['singer-songwriter pop'],1213836,https://i.scdn.co/image/ab6761610000e5ebb2ce21a89c09c00d80d8ca25,2,USA,2024-02-03
spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,spotify:track:0mflMxspEfB0VbI1kyLiAv,Stick Season,97,Stick Season,2022-10-14,182347,9,117.913,0.662,0.488,0.817,-6.894,0.0682,0.782,0,Noah Kahan,86,['pov: indie'],2126771,https://i.scdn.co/image/ab6761610000e5eb7bfba04955b666b8b8219541,3,USA,2024-02-03
spotify:artist:1URnnhqYAYcrqrcwql10ft,spotify:track:52eIcoLUM25zbQupAZYoFh,redrum,95,american dream,2024-01-12,270698,2,172.089,0.624,0.74,0.246,-8.445,0.0481,0.00529,0.000224,21 Savage,93,"['atl hip hop', 'hip hop', 'rap']",16910637,https://i.scdn.co/image/ab6761610000e5eba5e754a9c1fc7ad7ee01798b,4,USA,2024-02-03
spotify:artist:2LIk90788K0zvyj2JJVwkJ,spotify:track:4xhsWYTOGcal8zt0J161CU,Lovin On Me,99,Lovin On Me,2023-11-10,138411,2,104.983,0.943,0.558,0.606,-4.911,0.0568,0.0026,2.19e-06,Jack Harlow,85,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3505070,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,5,USA,2024-02-03
spotify:artist:40ZNYROS4zLfyyBSs2PGe2,spotify:track:4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),94,Zach Bryan,2023-08-25,227196,0,77.639,0.429,0.453,0.155,-7.746,0.0459,0.554,2e-06,Zach Bryan,88,['classic oklahoma country'],3164839,https://i.scdn.co/image/ab6761610000e5eb4fd54df35bfcfa0fc9fc2da7,6,USA,2024-02-03
spotify:artist:08PvCOlef4xdOr20jFSTPd,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,91,Never Lose Me,2023-11-30,125902,1,121.964,0.781,0.567,0.0743,-7.857,0.0969,0.0504,0,Flo Milli,75,['viral rap'],831234,https://i.scdn.co/image/ab6761610000e5eb2dd4342359c7b3aca2bca63c,7,USA,2024-02-03
spotify:artist:3Me35AWHCGqW4sZ7bWWJt1,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,La Diabla,99,La Diabla,2023-11-30,172264,11,131.842,0.751,0.819,0.697,-4.372,0.0409,0.255,0,Xavi,86,['sad sierreno'],1913823,https://i.scdn.co/image/ab6761610000e5ebf25379218c13e6aef1f1793d,8,USA,2024-02-03
spotify:artist:4Gso3d4CscCijv0lmajZWs,spotify:track:7sTyAjxDXq9afwfSQy6D0s,Bandit,68,Bandit,2024-02-01,147744,1,130.031,0.671,0.615,0.109,-9.593,0.0955,0.00113,1.3e-06,Don Toliver,82,"['pop rap', 'rap', 'trap']",3774757,https://i.scdn.co/image/ab6761610000e5eb99280563ab81232f397d5dce,9,USA,2024-02-03
spotify:artist:2uYWxilOVlUdk4oV9DvwqK,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,99,The Land Is Inhospitable and So Are We,2023-09-15,137773,9,113.95,0.504,0.308,0.121,-14.958,0.0321,0.868,0.135,Mitski,84,"['brooklyn indie', 'pov: indie']",6773442,https://i.scdn.co/image/ab6761610000e5eb4bdb3888818637acb71c4a13,10,USA,2024-02-03
